system:index,20250201_aod_20250201,20250201_cloud_20250201,20250201_no2_20250201,20250202_aod_20250202,20250202_cloud_20250202,20250202_no2_20250202,20250203_aod_20250203,20250203_cloud_20250203,20250203_no2_20250203,20250204_aod_20250204,20250204_cloud_20250204,20250204_no2_20250204,20250205_aod_20250205,20250205_cloud_20250205,20250205_no2_20250205,20250206_aod_20250206,20250206_cloud_20250206,20250206_no2_20250206,20250207_aod_20250207,20250207_cloud_20250207,20250207_no2_20250207,20250208_aod_20250208,20250208_cloud_20250208,20250208_no2_20250208,20250209_aod_20250209,20250209_cloud_20250209,20250209_no2_20250209,20250210_aod_20250210,20250210_cloud_20250210,20250210_no2_20250210,20250211_aod_20250211,20250211_cloud_20250211,20250211_no2_20250211,20250212_aod_20250212,20250212_cloud_20250212,20250212_no2_20250212,20250213_aod_20250213,20250213_cloud_20250213,20250213_no2_20250213,20250214_aod_20250214,20250214_cloud_20250214,20250214_no2_20250214,20250215_aod_20250215,20250215_cloud_20250215,20250215_no2_20250215,20250216_aod_20250216,20250216_cloud_20250216,20250216_no2_20250216,20250217_aod_20250217,20250217_cloud_20250217,20250217_no2_20250217,20250218_aod_20250218,20250218_cloud_20250218,20250218_no2_20250218,20250219_aod_20250219,20250219_cloud_20250219,20250219_no2_20250219,20250220_aod_20250220,20250220_cloud_20250220,20250220_no2_20250220,20250221_aod_20250221,20250221_cloud_20250221,20250221_no2_20250221,20250222_aod_20250222,20250222_cloud_20250222,20250222_no2_20250222,20250223_aod_20250223,20250223_cloud_20250223,20250223_no2_20250223,20250224_aod_20250224,20250224_cloud_20250224,20250224_no2_20250224,20250225_aod_20250225,20250225_cloud_20250225,20250225_no2_20250225,20250226_aod_20250226,20250226_cloud_20250226,20250226_no2_20250226,20250227_aod_20250227,20250227_cloud_20250227,20250227_no2_20250227,20250228_aod_20250228,20250228_cloud_20250228,20250228_no2_20250228,bottom,col_index,grid_id,id,latitude,left,longitude,right,row_index,sort_key,top,.geo
000000000000000002fb,0.26390977443609026,0.0,5.7773295787624046E-5,0.26163909774436095,0.0,6.916945858393642E-5,0.29578571428571426,0.0,6.3192008297449E-5,0.18553999999999995,0.0676094424598094,6.260684633975325E-5,0.42993233082706767,,7.023878272785793E-5,0.3583157894736842,,7.677523535677164E-5,1.4048496240601505,0.12072000730081321,5.710385983267635E-5,0.8816165413533835,0.33417435517537736,,0.5865864661654135,0.15212127566339298,8.913405326894556E-5,1.0119285714285715,0.08419485390187258,7.062371150824104E-5,0.8693233082706767,0.061291493475444055,6.727073196089651E-5,0.8004473684210526,,6.378580292221876E-5,0.5036766917293233,0.04273352954136113,4.845608940598941E-5,,0.05172567202156677,1.0242606751907366E-4,0.35992481203007515,,5.2475413521797427E-5,0.2774699248120301,0.0,8.549418808011052E-5,0.4167556390977443,0.0,9.662501907940601E-5,0.5557631578947368,,5.3005820525005496E-5,,0.07074911367072417,4.991626811601872E-5,0.8250451127819548,0.5264102483768058,,0.6446440677966102,0.49997630715375796,,0.5568120300751881,0.09584639722712088,7.634117759653944E-5,0.4326503759398496,0.484945302415898,,,,7.290748207314816E-5,0.5386654135338346,0.060561277363216884,7.874830113747319E-5,0.48554887218045106,0.2023996594905366,5.975327741521523E-5,0.6036541353383459,0.0,8.199790259720381E-5,0.6766766917293232,,6.700035213284407E-5,1927644.4222,3,HYD_0764,156,17.420497532177873,209391.0724,78.26921064915031,210391.0724,20,200003,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.264576532292,17.415919865294125],[78.27398077640173,17.41604919629317],[78.27384705541182,17.425074428786612],[78.26443828065838,17.42494511817364],[78.264576532292,17.415919865294125]]]}"
000000000000000002fc,0.256453007518797,0.0,6.705700265017193E-5,0.26290601503759403,0.0,6.916945858394599E-5,0.2856635338345865,0.0,5.852117348659985E-5,0.17535371179039302,0.06761670338647809,8.170323221395371E-5,0.41145300751879704,,7.108254794731657E-5,0.3596654135338347,,7.896014196240688E-5,1.422823308270677,0.11213635714931264,5.415599142572637E-5,0.8894285714285716,0.32942248186350975,,0.5725300751879701,0.15559602546289591,8.657309333576159E-5,1.0006635338345866,0.08419485390188423,7.06237115082508E-5,0.8079736842105265,0.061525537392108205,6.749374460561375E-5,0.8092894736842107,,6.378580292222759E-5,0.4929511278195489,0.04273353086358804,5.4872783347027644E-5,,0.05172567218559261,1.0780604612776417E-4,0.3474191729323309,,5.9714476682569507E-5,0.2702838345864662,,8.550169877710102E-5,0.4240338345864662,0.0,1.0090987067654123E-4,0.5434003759398498,,5.378248170019545E-5,,0.0721501468621757,5.0218377690389834E-5,0.8232784810126582,0.525006810406037,,0.64426,0.5049196582913634,,0.5423684210526316,0.12155235558751294,9.063905599762166E-5,0.41137781954887226,0.5345823409120609,,,,7.777059798850005E-5,0.5401240601503761,0.060490840062071026,7.840039788037481E-5,0.48972932330827074,0.209193610952505,6.357647547767948E-5,0.5960225563909776,0.0,8.639605480436556E-5,0.6932387218045114,,7.512697474561899E-5,1927644.4222,4,HYD_0765,201,17.420625372220304,210391.0724,78.2786164136511,211391.0724,20,200004,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.27398077640173,17.41604919629317],[78.28338504183745,17.41617406426188],[78.28325124602445,17.425203710222707],[78.27384705541182,17.425074428786612],[78.27398077640173,17.41604919629317]]]}"
000000000000000002fd,0.25146616541353384,0.0,7.647345616090279E-5,0.26228571428571434,0.0,7.13322249229147E-5,0.2900112781954888,0.0,6.888973362097438E-5,0.1759145299145299,0.06763095801133717,9.010985185914629E-5,0.41684586466165424,,7.108254794728338E-5,0.35683458646616545,,8.493191879309886E-5,1.430854700854701,0.11133702099320868,5.390709338824963E-5,0.8976616541353385,0.3120376741261996,,0.5730375939849626,0.16210626142784282,8.177491953220634E-5,0.9768984962406015,0.08419485390184492,7.062371150821784E-5,0.7196466165413534,0.07282883492279428,7.826427994896845E-5,0.8107744360902257,,6.814482522462266E-5,0.5029661654135339,0.04273353098932281,5.798428548925138E-5,,0.05172567232586742,1.1737639054184437E-4,0.34017669172932335,,7.006303850026646E-5,0.268733082706767,,8.550169877706111E-5,0.4236992481203008,0.0,1.1043429194651051E-4,0.5329436090225566,,5.3782481700170347E-5,,0.07223093509672512,5.023579797124337E-5,0.8132413793103449,0.5236033724349416,,0.6372,0.5497167316440174,,0.5295488721804511,0.12144174263565895,9.064132138187245E-5,0.39216541353383466,0.620118911763877,,,,8.477001993331069E-5,0.5235714285714286,0.0604204027609153,7.805249462326074E-5,0.4889248120300752,0.21972896335897954,6.924257613027325E-5,0.5834849624060151,,8.703032103278362E-5,0.6886466165413535,,8.076748238343701E-5,1927644.4222,5,HYD_0766,246,17.420753571908897,211391.0724,78.28802027459926,212391.0724,20,200005,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.28338504183745,17.41617406426188],[78.2927892407462,17.416303345826485],[78.29265554388259,17.42533306334555],[78.28325124602445,17.425203710222707],[78.28338504183745,17.41617406426188]]]}"
000000000000000002fe,0.2509793233082707,0.0,7.65866861911646E-5,0.2597857142857143,0.0,8.492131016786132E-5,0.2971296992481204,0.0,8.31833611966069E-5,0.18153191489361703,0.06764039862541384,9.005635617477725E-5,0.4195939849624061,,7.108254794731317E-5,0.3547669172932331,,8.802615119321564E-5,1.4546500000000002,0.11133702171878714,6.128214507063373E-5,0.905169172932331,0.3032288551331182,,0.5717293233082709,0.16427245736125465,8.017838990783084E-5,0.9668195488721807,0.08419485390188017,7.062371150824743E-5,0.6844041353383459,0.08572900309519374,9.055642008409203E-5,0.8225789473684211,,7.680880413787106E-5,0.5283646616541354,0.04273353056363722,6.012636612075379E-5,,0.05172567143881367,1.3324136187371733E-4,0.3362631578947369,,7.114946492949081E-5,0.2734229323308271,,9.375383873977797E-5,0.42218045112781966,,1.1530834899900209E-4,0.5295545112781956,,5.373073466889881E-5,,0.07223093509675538,5.0235797971264406E-5,0.8240939849624063,0.5221999344642323,,0.6263404255319149,0.5917542445392189,,0.5223609022556392,0.09245309273327523,9.123501705699079E-5,0.3798646616541354,0.6316375048889388,,,,8.565467578593516E-5,0.510936090225564,0.06460506528033667,7.982701947310474E-5,0.4874962406015039,0.22108535468582827,6.996848969721723E-5,0.5781372180451129,,8.64843170961493E-5,0.6909229323308272,,7.809878279523337E-5,1927644.4222,6,HYD_0767,291,17.420882886228853,212391.0724,78.29742452452125,213391.0724,20,200006,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.2927892407462,17.416303345826485],[78.30219354590022,17.416432699265705],[78.30205977425261,17.42546238903939],[78.29265554388259,17.42533306334555],[78.2927892407462,17.416303345826485]]]}"
000000000000000002ff,0.2598458646616541,0.0,9.189453580737366E-5,0.27728571428571425,0.0,9.527247603182203E-5,0.2992518796992481,,8.407397399424842E-5,0.1833984962406015,0.06764983956120503,9.0002858667317E-5,0.38646240601503756,,7.491713216991301E-5,0.3536766917293233,,8.696757438076251E-5,1.48182,0.11133702236933833,7.522840011269605E-5,0.9162706766917293,0.3032288551330999,,0.5693082706766918,0.16427245736124474,8.017838990782599E-5,0.9649022556390977,0.0841948539018751,7.062371150824317E-5,0.6546842105263159,0.08664973825217528,9.14337579161059E-5,0.8564360902255639,,8.036175859161865E-5,0.5468383458646616,0.04273353148702256,6.36729020995063E-5,,0.05172567056790708,1.4719336234648864E-4,0.3409661654135338,,7.114946492948652E-5,0.2941127819548872,,1.0527629723188593E-4,0.4320037593984962,,1.2085598976474347E-4,0.5452894736842104,,5.5321922698697356E-5,,0.072230935096751,5.023579797126137E-5,0.8571052631578947,0.5207964964934555,,0.6212255639097743,0.5923547744751819,,0.5346240601503759,0.06163986671069331,9.186608056231988E-5,0.3655563909774436,0.6167275156340961,,,,8.565467578593E-5,0.5256315789473684,0.071505093589288,8.357719874217517E-5,0.48812030075187973,0.2210853546858149,6.9968489697213E-5,0.5947142857142858,,9.31981334787904E-5,0.6383233082706767,,7.843931660430149E-5,1927644.4222,7,HYD_0768,336,17.42101035278972,213391.0724,78.30682987677453,214391.0724,20,200007,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.30219354590022,17.416432699265705],[78.31159778258157,17.41655758418606],[78.31146845273622,17.425587246352094],[78.30205977425261,17.42546238903939],[78.30219354590022,17.416432699265705]]]}"
00000000000000000300,0.27082974910394264,0.0,1.0399529586804848E-4,0.2848243727598566,,9.54464412643398E-5,0.30373476702508956,,8.407397399422092E-5,0.183179211469534,0.06763458364396914,9.008930120348522E-5,0.35377419354838713,,7.79564326806409E-5,0.35584946236559134,,8.674116494323006E-5,1.493,,8.068685565375165E-5,0.919663082437276,0.3032288551330007,,0.5670000000000001,0.164272457361191,8.017838990779975E-5,0.9729856630824374,0.08419485390184756,7.062371150822006E-5,0.6547132616487455,0.08664973825214695,9.1433757916076E-5,0.8907275985663081,,8.036175859159237E-5,0.5484354838709676,0.04273353223874598,6.512199879432553E-5,,0.05172567048383269,1.5153141267576885E-4,0.34641039426523296,,7.114946492946325E-5,0.3084551971326165,,1.0833156557053191E-4,0.4478763440860215,,1.2358820015434508E-4,0.5571648745519713,,5.6804679156079316E-5,,0.0722309350967274,5.0235797971244945E-5,0.8585770609318996,0.5218714453623176,,0.6182078853046594,0.5923547744749883,,0.5552939068100358,0.05806409940122486,9.193931327898223E-5,0.348,0.637153770344607,,,,8.565467578590199E-5,0.5357652329749103,0.07382396396715261,8.507079539352461E-5,0.4898387096774192,0.22108535468574259,6.996848969719012E-5,0.6138315412186378,,9.858147803426667E-5,0.5860107526881722,,8.051992222663949E-5,1927644.4222,8,HYD_0769,381,17.42113672488991,214391.0724,78.31623636427472,215391.0724,20,200008,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.31159778258157,17.41655758418606],[78.32100646597706,17.41668688319279],[78.32087271854732,17.425716527110474],[78.31146845273622,17.425587246352094],[78.31159778258157,17.41655758418606]]]}"
00000000000000000301,0.26687969924812033,0.0,1.1404808732087657E-4,0.28010526315789475,,9.543696105389409E-5,0.32666729323308275,,8.407397399421375E-5,0.18382706766917292,0.06760264271976896,9.027028993206137E-5,0.33796240601503763,,8.482541589801308E-5,0.35167293233082714,,9.144264510110183E-5,1.4809999999999999,,8.068685565374478E-5,0.9163233082706769,0.3032288551329749,,0.5626654135338347,0.164272457361177,8.017838990779292E-5,0.9890206766917293,0.07965252015505409,7.89050378699609E-5,0.6518909774436091,0.08787096499045516,9.331839735502686E-5,0.9007180451127821,,8.03617429914873E-5,0.5395169172932331,0.04273353145376749,6.731053251915853E-5,,0.05203921416628786,1.5283462559587726E-4,0.33977631578947376,,7.114946492945719E-5,0.31027631578947373,,1.0833156557052267E-4,0.4492744360902256,,1.3782542438043493E-4,0.5339379699248122,,6.755286508025201E-5,,0.07223093509672124,5.0235797971240655E-5,0.8513759398496241,0.5244352758549587,,0.617,0.5923547744749379,,0.5592459016393444,0.058064099401219905,9.193931327897436E-5,0.3259172932330827,0.6440406604395144,,,,8.565203052463211E-5,0.5549962406015038,0.07382384063011806,8.507031881072735E-5,0.4874022556390978,0.22108535468572374,6.996848969718416E-5,0.6046315789473686,,1.0059969854788785E-4,0.5680808270676694,,8.741279837064929E-5,1927644.4222,9,HYD_0770,426,17.421264513481933,215391.0724,78.32564283309658,216391.0724,20,200009,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.32100646597706,17.41668688319279],[78.33041073611363,17.41681172333812],[78.3302814297068,17.425841427590296],[78.32087271854732,17.425716527110474],[78.32100646597706,17.41668688319279]]]}"
00000000000000000302,0.2852631578947369,0.0,1.1784003417797665E-4,0.27618796992481204,,9.476225228766355E-5,0.3236428571428572,,8.407397399425825E-5,0.1875300751879699,0.06760743226987918,9.024315205423714E-5,0.34145864661654135,,8.818792412059804E-5,0.35230827067669174,,9.347077323405916E-5,1.49453305785124,,8.068685565378747E-5,0.9046466165413534,0.3032288551331353,,0.5582819548872181,0.16427245736126392,8.017838990783535E-5,0.9823101503759397,0.07105058001645409,9.458760934170586E-5,0.6524812030075188,0.09673208840471346,1.0699319019735877E-4,0.8932537593984963,,8.804103582177955E-5,0.5410244360902257,0.04273353131826009,6.90201656933024E-5,,0.05348495466155498,1.5866097043928934E-4,0.3362368421052631,,7.114946492949483E-5,0.3150357142857143,,1.0838782014839205E-4,0.44724436090225556,,1.5060635997006305E-4,0.5233684210526316,,7.488725884464864E-5,,0.07223093509675944,5.023579797126724E-5,0.8422105263157893,0.5237233870294813,,,0.5923547744752513,,0.5625407725321889,0.058460872607370665,9.045982816361422E-5,0.32573308270676693,0.6481419801713716,,,,8.543930563804561E-5,0.5461917293233082,0.0738239729262979,8.507084008377277E-5,0.4860112781954887,0.22108535468584073,6.996848969722119E-5,0.5876390977443608,,1.0148232104259381E-4,0.5554793233082708,,8.88748777074135E-5,1927644.4222,10,HYD_0771,471,17.421388994633823,216391.0724,78.3350481836836,217391.0724,20,200010,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.33041073611363,17.41681172333812],[78.3398149348732,17.41693653603769],[78.33968564019975,17.425966216479996],[78.3302814297068,17.425841427590296],[78.33041073611363,17.41681172333812]]]}"
00000000000000000303,0.2910751879699249,0.0,1.1799092565789089E-4,0.2750639097744361,,9.340265998970258E-5,0.30536466165413545,,8.407397399424598E-5,0.1902857142857143,0.06761208480962197,9.021678821859455E-5,0.33236466165413536,,8.81879241205852E-5,0.3518082706766918,,9.297958913605941E-5,1.5182746781115881,,8.089809198301009E-5,0.8849624060150378,0.3032288551330911,,0.553902255639098,0.16427245736123994,8.017838990782367E-5,0.9753458646616543,0.06850279867649857,9.923258039635801E-5,0.6871296992481204,0.10017836004847337,1.1231159607026678E-4,0.8929210526315791,,9.47382252330785E-5,0.5408571428571429,0.042733531034539134,8.384975988395078E-5,,0.054027080986500955,1.6083558129943476E-4,0.26892105263157895,,7.114946492948444E-5,0.31528383458646625,,1.1269927402675132E-4,0.45026127819548883,,1.574011689271687E-4,0.5155075187969925,,7.937557870534939E-5,,0.07223093509674892,5.0235797971259913E-5,0.864327067669173,0.5230318378843323,,,0.6361927704219622,,0.5677553648068671,0.09781566821803286,8.801266542618737E-5,0.3234436090225564,0.6129372763399271,,,,8.500588135933068E-5,0.5371015037593986,0.07382411047671979,8.507136591977865E-5,0.4906428571428571,0.22108544474738268,6.996418963002617E-5,0.5912086466165415,,1.0144808766605971E-4,0.5537744360902257,,8.824862398899882E-5,1927644.4222,11,HYD_0772,516,17.421513467508426,217391.0724,78.34445353477027,218391.0724,20,200011,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.3398149348732,17.41693653603769],[78.34922366303798,17.41706141462541],[78.34908986519454,17.426091071685995],[78.33968564019975,17.425966216479996],[78.3398149348732,17.41693653603769]]]}"
00000000000000000304,0.2862781954887218,0.0,1.220726355476918E-4,0.27865413533834593,,1.0072437206516773E-4,0.2997631578947369,,8.407397399421398E-5,0.1928496240601504,0.06761687435083123,9.018964805756879E-5,0.3301278195488722,,8.818792412055164E-5,0.3535263157894737,0.07100490303892072,1.0105217608151034E-4,1.524,,8.643547808278352E-5,0.8719962406015038,0.30234308438810714,9.632628582298582E-5,0.5527518796992482,0.16427245573454857,8.298397215893238E-5,0.9593007518796995,0.06850279867647249,9.923258039632025E-5,0.7059266917293234,0.10020858049390022,1.1235823330932089E-4,0.927966165413534,,9.582022254238151E-5,0.5365977443609025,0.04273353090795254,1.0371978037058526E-4,,0.054033335298285357,1.608606689841988E-4,0.3087481203007519,,7.114946492945737E-5,0.307609022556391,,1.3132518921633163E-4,0.4565808270676692,,1.5821518266454299E-4,0.5066015037593985,,8.438887461093208E-5,,0.07226241508087386,5.028617085973228E-5,0.866109022556391,0.5336244732510432,,,0.6841014071699094,,0.5697982832618027,0.20135258415503463,8.813190292511474E-5,0.32113909774436095,0.546176847950261,,,,8.39479523381618E-5,0.46628571428571436,0.07382424470610041,8.507188946037246E-5,0.4963458646616542,0.22117255507093975,6.580503901953111E-5,0.5957199248120302,,1.0066308038405891E-4,0.5581879699248121,,8.946873902227917E-5,1927644.4222,12,HYD_0773,561,17.42163906753497,218391.0724,78.3538600046224,219391.0724,20,200012,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.34922366303798,17.41706141462541],[78.35862788938647,17.41718627126759],[78.35849861821941,17.426215992451056],[78.34908986519454,17.426091071685995],[78.34922366303798,17.41706141462541]]]}"
00000000000000000305,0.28057894736842104,0.0,1.1516057658393506E-4,0.27825563909774437,,1.0451338941936831E-4,0.28144736842105267,,8.407029667305015E-5,0.20169548872180454,0.06762152806321524,9.01632835166095E-5,0.31304887218045113,,8.818792412053583E-5,0.3594924812030075,0.07057189764827589,1.0829545086258501E-4,,,8.812353177412229E-5,0.8757478991596639,0.29971344412349576,9.632628604461601E-5,0.5554887218045113,0.16427245642777766,9.549417932496042E-5,0.8217838345864662,0.06850279867646024,9.923258039630249E-5,0.6893364661654136,0.10020857958568259,1.1036637779440308E-4,0.9475413533834587,,9.564688410102818E-5,0.45621052631578946,,1.0742733866204373E-4,,0.054033335298275684,1.6086066898417004E-4,0.32115413533834586,,7.114946492944465E-5,0.3020451127819549,,1.3538666404923518E-4,0.45613157894736844,,1.568173808170151E-4,0.4841071428571429,,8.668076990429173E-5,,0.07402065532207257,5.803897017216429E-5,0.8533235294117647,0.5598737599010085,,,0.6923614144322168,,0.5641115879828327,0.20135258650750412,8.905918102679763E-5,0.3084586466165413,0.5325449109075079,,,,8.104399136946633E-5,0.4392631578947369,0.07382437648166167,8.507240868145012E-5,0.5051766917293232,0.22120515689476875,6.424843940164293E-5,0.5741334586466165,,1.0043912396582085E-4,0.5648007518796992,,9.121531649471268E-5,1927644.4222,13,HYD_0774,606,17.421763561693997,219391.0724,78.36326537456272,220391.0724,20,200013,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.35862788938647,17.41718627126759],[78.36803212826183,17.417311105586247],[78.36790286886212,17.426340802364987],[78.35849861821941,17.426215992451056],[78.35862788938647,17.41718627126759]]]}"
00000000000000000306,0.28566541353383457,,1.0502881658078862E-4,0.2743796992481203,,9.677740451651651E-5,0.2575751879699248,,8.371711747522043E-5,0.2102706766917293,0.06762631808404829,9.013614169919542E-5,0.2997255639097744,,9.403380723114746E-5,0.3656240601503759,0.06992522842400893,1.0039913494407998E-4,,,8.816234156710275E-5,0.8903261802575109,0.2884505765021795,7.62262204266975E-5,0.5552218045112782,0.16427245812919994,9.771533060942908E-5,0.7743045112781954,0.06850279867654555,9.923258039642606E-5,0.6915827067669174,0.10020858002761839,1.0430506722819034E-4,0.9600883458646617,,1.133155730160529E-4,0.46506390977443607,,1.074273386621775E-4,,0.05403333529834298,1.6086066898437034E-4,0.3116992481203007,,9.074351978440716E-5,0.32472556390977436,,1.3509303814564116E-4,0.4536541353383458,,1.565924176249042E-4,0.4815601503759398,,1.0458629841657401E-4,,0.07934703485859226,8.048515253068069E-5,0.851,0.5635293233732865,,,0.692361414433079,,0.5765969581749051,0.20135257778720272,9.882402648443391E-5,0.3055375939849624,0.532544910908171,,,,8.028801482029454E-5,0.4396090225563909,0.07525791593392415,8.372257016770432E-5,0.5067593984962405,0.2212071716787199,6.415224197558598E-5,0.5768646616541353,,1.0043346992469038E-4,0.5756616541353383,,9.148468961946527E-5,1927644.4222,14,HYD_0775,651,17.421888408178116,220391.0724,78.37267186002646,221391.0724,20,200014,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.36803212826183,17.417311105586247],[78.37744089236378,17.417436005045275],[78.37731155794673,17.426465672234816],[78.36790286886212,17.426340802364987],[78.36803212826183,17.417311105586247]]]}"
00000000000000000307,0.2835131086142323,0.0,1.059179327327975E-4,0.2673408239700375,,8.856904652583102E-5,0.265685393258427,,8.308833959068112E-5,0.2157977528089888,0.06763065148943839,9.011158613880776E-5,0.29337078651685394,,9.650863368104407E-5,0.3755880149812735,0.06924364912935609,8.996912861716346E-5,,,8.781186121297767E-5,0.9134273504273505,0.2622440383653982,6.941194184511525E-5,0.5522097378277154,,9.771639452079412E-5,0.6871535580524346,0.06850279867646539,9.923258039630995E-5,0.6945805243445694,0.10020858064756238,1.0361061138978997E-4,0.8186741573033709,,1.2273806285243786E-4,0.5018838951310862,,1.0742733866205181E-4,,0.05403796236847601,1.608639206273891E-4,0.22898127340823976,,9.667221163769118E-5,0.3473220973782772,,1.3481163785905657E-4,0.46062921348314617,,1.5660858105358562E-4,0.49410861423220975,,1.2414720053445164E-4,,0.08085374760250762,8.01594994464415E-5,,0.5627016709275734,,,0.692361414432269,,0.6076516853932585,0.20135257685982377,1.0374673357740694E-4,0.30780524344569293,0.5325449109075479,,,,8.074538456787551E-5,0.43098876404494385,0.080515451351468,7.953079691782572E-5,0.523310861423221,0.22120717167846107,6.415224197551091E-5,0.5870112359550563,,9.797148211121534E-5,0.6485842696629213,,9.148468961935823E-5,1927644.4222,15,HYD_0776,696,17.422013287848362,221391.0724,78.38207831332795,222391.0724,20,200015,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.37744089236378,17.417436005045275],[78.3868450661416,17.41756087821061],[78.38671574352237,17.426590520600573],[78.37731155794673,17.426465672234816],[78.37744089236378,17.417436005045275]]]}"
00000000000000000308,0.2727180451127819,0.0,1.0434961308444096E-4,0.29177443609022563,,8.713287083620753E-5,0.28743233082706776,0.0,8.104126219155784E-5,0.2132932330827068,0.08251407373964985,9.846836075002427E-5,0.2949248120300752,,9.66338557190882E-5,0.3768872180451128,0.06457793240716592,9.776161323224938E-5,0.835,0.13872207825616498,8.442207344310433E-5,0.900474358974359,0.2448516731138316,6.894879983819991E-5,0.5450977443609024,,9.77163945207989E-5,0.7293082706766918,0.06850279874448785,9.389200043774892E-5,0.6858609022556393,0.09816103727567682,1.0365328414128067E-4,0.7825714285714287,,1.2625512188245414E-4,0.514327067669173,,1.0742733866205706E-4,,0.054371467419111016,1.6096551695335794E-4,0.217515037593985,,9.692194726082169E-5,0.3470375939849625,,1.375319064975962E-4,0.45296992481203013,,1.5670484858348776E-4,0.5172161654135339,,1.253933878615095E-4,,0.08205370571073058,7.602575560053748E-5,0.917,0.5617326656256306,,,0.6848900230287857,,0.6157406015037595,,1.1222240578337603E-4,0.3069812030075188,0.5040585764262034,,,,8.077871461861959E-5,0.41932894736842113,0.08092647082984256,7.936533765600558E-5,0.5288195488721805,0.22120717167847184,6.415224197551404E-5,0.6175394736842107,,8.603021804546939E-5,0.6506522556390978,,9.99229186674014E-5,1927644.4222,16,HYD_0777,741,17.422136249016244,222391.0724,78.39148364487441,223391.0724,20,200016,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.3868450661416,17.41756087821061],[78.39624933630132,17.417681202966907],[78.39612445156874,17.426710902192884],[78.38671574352237,17.426590520600573],[78.3868450661416,17.41756087821061]]]}"
00000000000000000309,0.25815591397849463,0.0,1.0325069160898662E-4,0.28309677419354845,,8.739327960876731E-5,0.3026559139784947,0.0,7.195720423784216E-5,0.21350537634408603,0.08481371268937539,9.997461035038406E-5,0.31093548387096775,,9.663385571911478E-5,0.3784408602150538,0.06391562891813259,9.784057512104977E-5,0.8352117647058824,0.13872207959816005,8.149953810872818E-5,0.9030000000000001,0.2367610125854148,6.894879936768454E-5,0.5441935483870969,,9.771639452082578E-5,0.9051720430107527,,8.15574821899607E-5,0.6783763440860217,0.0981610372210335,1.0560051541615593E-4,0.7809139784946237,,1.2848094906894427E-4,0.5138602150537634,,1.074273386620866E-4,,0.05215091807188445,1.5359251706128198E-4,0.34862365591397854,,9.692194726084836E-5,0.3482096774193548,,1.3966997439431687E-4,0.45129569892473126,,1.5670772700104128E-4,0.5150376344086022,,1.2539338786154397E-4,,0.08262702822684855,7.404411735478443E-5,0.9106774193548388,0.5651314318246196,,,0.5452628792727866,,0.6097526881720431,,1.25823808080689E-4,0.31360215053763446,0.4968166947364575,,,,8.077871461864183E-5,0.5263333333333334,0.08095428312540796,7.944240297291972E-5,0.524978494623656,0.22120717167853274,6.41522419755317E-5,0.6148225806451614,,8.573597733629468E-5,0.6625376344086022,,1.0618210217216486E-4,1927644.4222,17,HYD_0778,786,17.42225817048752,223391.0724,78.40089015161672,224391.0724,20,200017,1928644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.39624933630132,17.417681202966907],[78.40565804072621,17.417806118095466],[78.4055287417424,17.426835799094373],[78.39612445156874,17.426710902192884],[78.39624933630132,17.417681202966907]]]}"
